#genome	all_coding_data	all_data	asm_name	ass_id	assembly_accession	assembly_level	bioproject	biosample	dwlf	faa_lname	ffn_lname	fna_lname	frn_lname	ftp_path	gbrs_paired_asm	genome	genome_rep	infraspecific_name	isolate	organism_name	outdir	paired_asm_comp	refseq_category	release_type	score_faa	score_fna	score_rrna	score_trna	seq_rel_date	species_taxid	submitter	taxid	taxonomy	version_status	wgs_master
G000853965	Y	N	ViralProj14981	G000853965	GCF_000853965.1	Complete Genome	PRJNA14981		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853965.1_ViralProj14981	G000853965.faa.bz2	G000853965.ffn.bz2	G000853965.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853965.1_ViralProj14981	na	G000853965	Full			Saguaro cactus virus	microbes	na	na	Major	0.1	0.999	0	0	1996/11/27	52274	NA	52274	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tombusviridae|g__Carmovirus|s__Saguaro_cactus_virus	latest	NA
G000868725	Y	N	ViralProj18513	G000868725	GCF_000868725.1	Complete Genome	PRJNA18513		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000868725.1_ViralProj18513	G000868725.faa.bz2	G000868725.ffn.bz2	G000868725.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000868725.1_ViralProj18513	na	G000868725	Full	strain=MK7148		Sepik virus	microbes	na	na	Major	0.1	1	0	0	2006/08/21	44026	NA	44026	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Flaviviridae|g__Flavivirus|s__Sepik_virus	latest	NA
G001502755	Y	N	ViralProj307773	G001502755	GCF_001502755.1	Complete Genome	PRJNA307773		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001502755.1_ViralProj307773	G001502755.faa.bz2	G001502755.ffn.bz2	G001502755.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001502755.1_ViralProj307773	na	G001502755	Full		Bungo Q-1256-01	Asian prunus virus 2	microbes	na	na	Major	0.1	1	0	0	2015/12/21	351426	NA	351426	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Foveavirus|s__Asian_prunus_virus_2	latest	NA
G000853345	Y	N	ViralProj14877	G000853345	GCF_000853345.1	Complete Genome	PRJNA14877		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853345.1_ViralProj14877	G000853345.faa.bz2	G000853345.ffn.bz2	G000853345.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000853345.1_ViralProj14877	na	G000853345	Full	strain=Urbana		Feline calicivirus	microbes	na	na	Major	0.1	1	0	0	1995/06/02	11978	NA	11978	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Caliciviridae|g__Vesivirus|s__Feline_calicivirus	latest	NA
G000924075	Y	N	ViralProj259246	G000924075	GCF_000924075.1	Complete Genome	PRJNA259246		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000924075.1_ViralProj259246	G000924075.faa.bz2	G000924075.ffn.bz2	G000924075.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000924075.1_ViralProj259246	na	G000924075	Full	strain=07-53		Ball python nidovirus	microbes	na	na	Major	0.1	1	0	0	2014/08/15	1535248	NA	1535248	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Nidovirales|f__Nidovirales_noname|g__Nidovirales_noname|s__Ball_python_nidovirus	latest	NA
G000903135	Y	N	ViralProj179429	G000903135	GCF_000903135.1	Complete Genome	PRJNA179429		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903135.1_ViralProj179429	G000903135.faa.bz2	G000903135.ffn.bz2	G000903135.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000903135.1_ViralProj179429	na	G000903135	Full		IME15	Stenotrophomonas phage IME15	microbes	na	na	Major	0.1	1	0	0	2012/10/24	1239382	NA	1239382	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__T7likevirus|s__Stenotrophomonas_phage_IME15	latest	NA
G000943625	Y	N	ViralProj276252	G000943625	GCF_000943625.1	Complete Genome	PRJNA276252		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000943625.1_ViralProj276252	G000943625.faa.bz2	G000943625.ffn.bz2	G000943625.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000943625.1_ViralProj276252	na	G000943625	Full		VG008	Spodoptera frugiperda granulovirus	microbes	na	na	Major	0.1	1	0	0	2015/02/11	307454	NA	307454	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Betabaculovirus|s__Spodoptera_frugiperda_granulovirus	latest	NA
G000846085	N	N	ViralProj14557	G000846085	GCF_000846085.1	Complete Genome	PRJNA14557		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000846085.1_ViralProj14557			G000846085.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000846085.1_ViralProj14557	na	G000846085	Full			Bombyx mori cypovirus 1 satellite RNA	microbes	na	na	Major	0	1	0	0	2005/01/06	284503	NA	284503	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Bombyx_mori_cypovirus_1_satellite_RNA	latest	NA
G000856445	Y	N	ViralProj15004	G000856445	GCF_000856445.1	Complete Genome	PRJNA15004		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000856445.1_ViralProj15004	G000856445.faa.bz2	G000856445.ffn.bz2	G000856445.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000856445.1_ViralProj15004	na	G000856445	Full	strain=S2 ts1C		Respiratory syncytial virus	microbes	na	na	Major	0.1	1	0	0	1997/03/29	12814	NA	12814	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Pneumovirus|s__Respiratory_syncytial_virus	latest	NA
G000840465	Y	N	ViralProj14249	G000840465	GCF_000840465.1	Complete Genome	PRJNA14249		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000840465.1_ViralProj14249	G000840465.faa.bz2	G000840465.ffn.bz2	G000840465.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000840465.1_ViralProj14249	na	G000840465	Full			Ageratum yellow vein Taiwan virus	microbes	na	na	Major	0.1	1	0	0	2000/11/06	222441	NA	222441	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Ageratum_yellow_vein_Taiwan_virus	latest	NA
G000859045	Y	N	ViralProj15196	G000859045	GCF_000859045.1	Complete Genome	PRJNA15196		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000859045.1_ViralProj15196	G000859045.faa.bz2	G000859045.ffn.bz2	G000859045.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000859045.1_ViralProj15196	na	G000859045	Full			Barley yellow dwarf virus-PAV	microbes	na	na	Major	0.1	1	0	0	1993/04/21	12040	NA	12040	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Luteoviridae|g__Luteovirus|s__Barley_yellow_dwarf_virus_PAV	latest	NA
G000954695	Y	N	ViralProj276872	G000954695	GCF_000954695.1	Complete Genome	PRJNA276872		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000954695.1_ViralProj276872	G000954695.faa.bz2	G000954695.ffn.bz2	G000954695.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000954695.1_ViralProj276872	na	G000954695	Full			Arthrobacter phage vB_ArtM-ArV1	microbes	na	na	Major	0.1	1	0	0	2014/12/04	1566993	NA	1566993	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Arthrobacter_phage_vB_ArtM_ArV1	latest	NA
G000918015	Y	N	ViralProj243493	G000918015	GCF_000918015.1	Complete Genome	PRJNA243493		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000918015.1_ViralProj243493	G000918015.faa.bz2	G000918015.ffn.bz2	G000918015.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000918015.1_ViralProj243493	na	G000918015	Full	strain=MiCV-DL13		Mink circovirus	microbes	na	na	Major	0.1	1	0	0	2014/03/18	1475143	NA	1475143	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae|g__Circovirus|s__Mink_circovirus	latest	NA
G000890275	Y	Y	ViralProj60115	G000890275	GCF_000890275.1	Complete Genome	PRJNA60115		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000890275.1_ViralProj60115	G000890275.faa.bz2	G000890275.ffn.bz2	G000890275.fna.bz2	G000890275.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000890275.1_ViralProj60115	na	G000890275	Full	strain=Ac42		Acinetobacter phage Ac42	microbes	na	na	Major	0.1	1	0.1	0.1	2010/06/21	762660	NA	762660	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus|s__Acinetobacter_phage_Ac42	latest	NA
G000930535	Y	N	ViralProj269173	G000930535	GCF_000930535.1	Complete Genome	PRJNA269173		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000930535.1_ViralProj269173	G000930535.faa.bz2	G000930535.ffn.bz2	G000930535.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000930535.1_ViralProj269173	na	G000930535	Full		3S5	Bovine polyomavirus 3	microbes	na	na	Major	0.1	1	0	0	2014/10/16	1561705	NA	1561705	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus|s__Bovine_polyomavirus_3	latest	NA
G000925135	Y	N	ViralMultiSegProj267263	G000925135	GCF_000925135.1	Complete Genome	PRJNA267263		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000925135.1_ViralMultiSegProj267263	G000925135.faa.bz2	G000925135.ffn.bz2	G000925135.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000925135.1_ViralMultiSegProj267263	na	G000925135	Full	strain=CSW77		Fako virus	microbes	na	na	Major	0.1	0.225	0	0	2014/11/05	1567404	NA	1567404	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Reoviridae|g__Dinovernavirus|s__Fako_virus	latest	NA
G000881935	Y	N	ViralMultiSegProj33269	G000881935	GCF_000881935.1	Complete Genome	PRJNA33269		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000881935.1_ViralMultiSegProj33269	G000881935.faa.bz2	G000881935.ffn.bz2	G000881935.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000881935.1_ViralMultiSegProj33269	na	G000881935	Full			Raphanus sativus cryptic virus 3	microbes	na	na	Major	0.1	0.242	0	0	2008/12/10	580254	NA	580254	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Partitiviridae|g__Partitiviridae_noname|s__Raphanus_sativus_cryptic_virus_3	latest	NA
G000837265	Y	N	ViralProj14113	G000837265	GCF_000837265.1	Complete Genome	PRJNA14113		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000837265.1_ViralProj14113	G000837265.faa.bz2	G000837265.ffn.bz2	G000837265.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000837265.1_ViralProj14113	na	G000837265	Full			Lactococcus phage bIL312	microbes	na	na	Major	0.1	1	0	0	2001/02/15	151539	NA	151539	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_bIL312	latest	NA
G000893115	Y	N	ViralProj62497	G000893115	GCF_000893115.1	Complete Genome	PRJNA62497		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000893115.1_ViralProj62497	G000893115.faa.bz2	G000893115.ffn.bz2	G000893115.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000893115.1_ViralProj62497	na	G000893115	Full		09-10 spinach	Spinach curly top Arizona virus	microbes	na	na	Major	0.1	1	0	0	2011/01/18	945225	NA	945225	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Becurtovirus|s__Spinach_curly_top_Arizona_virus	latest	NA
G000859865	Y	N	ViralProj15193	G000859865	GCF_000859865.1	Complete Genome	PRJNA15193		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000859865.1_ViralProj15193	G000859865.faa.bz2	G000859865.ffn.bz2	G000859865.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000859865.1_ViralProj15193	na	G000859865	Full			Chayote yellow mosaic virus	microbes	na	na	Major	0.1	1	0	0	1998/01/08	222450	NA	222450	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Geminiviridae|g__Begomovirus|s__Chayote_yellow_mosaic_virus	latest	NA
G000918295	Y	N	ViralProj248628	G000918295	GCF_000918295.1	Complete Genome	PRJNA248628		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000918295.1_ViralProj248628	G000918295.faa.bz2	G000918295.ffn.bz2	G000918295.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000918295.1_ViralProj248628	na	G000918295	Full			Mycobacterium phage Lamina13	microbes	na	na	Major	0.1	1	0	0	2014/03/28	1468169	NA	1468169	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_Lamina13	latest	NA
G000896795	Y	N	ViralMultiSegProj83187	G000896795	GCF_000896795.1	Complete Genome	PRJNA83187		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000896795.1_ViralMultiSegProj83187	G000896795.faa.bz2	G000896795.ffn.bz2	G000896795.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000896795.1_ViralMultiSegProj83187	na	G000896795	Full	strain=Type		Spissistilus festinus reovirus	microbes	na	na	Major	0.1	0.218	0	0	2011/04/26	1004049	NA	1004049	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Reoviridae|g__Reoviridae_noname|s__Spissistilus_festinus_reovirus	latest	NA
G000889835	Y	N	ViralProj48173	G000889835	GCF_000889835.1	Complete Genome	PRJNA48173		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000889835.1_ViralProj48173	G000889835.faa.bz2	G000889835.ffn.bz2	G000889835.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000889835.1_ViralProj48173	na	G000889835	Full		At-TTV3	Torque teno douroucouli virus	microbes	na	na	Major	0.1	1	0	0	2000/12/15	687383	NA	687383	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Anelloviridae|g__Zetatorquevirus|s__Torque_teno_douroucouli_virus	latest	NA
G000882775	Y	N	ViralProj36515	G000882775	GCF_000882775.1	Complete Genome	PRJNA36515		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000882775.1_ViralProj36515	G000882775.faa.bz2	G000882775.ffn.bz2	G000882775.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000882775.1_ViralProj36515	na	G000882775	Full			Grapevine Syrah virus 1	microbes	na	na	Major	0.1	1	0	0	2009/03/26	630199	NA	630199	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Tymoviridae|g__Marafivirus|s__Grapevine_Syrah_virus_1	latest	NA
G000913875	Y	N	ViralProj227356	G000913875	GCF_000913875.1	Complete Genome	PRJNA227356		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000913875.1_ViralProj227356	G000913875.faa.bz2	G000913875.ffn.bz2	G000913875.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000913875.1_ViralProj227356	na	G000913875	Full	strain=Tu243		Gyrovirus Tu243	microbes	na	na	Major	0.1	1	0	0	2013/11/01	1415627	NA	1415627	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae|g__Gyrovirus|s__Gyrovirus_Tu243	latest	NA
G000848145	N	N	ViralProj14629	G000848145	GCF_000848145.1	Complete Genome	PRJNA14629		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000848145.1_ViralProj14629			G000848145.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000848145.1_ViralProj14629	na	G000848145	Full			Coconut cadang-cadang viroid	microbes	na	na	Major	0	1	0	0	1993/08/02	36453	NA	36453	k__Viroids|p__Viroids_noname|c__Viroids_noname|o__Viroids_noname|f__Pospiviroidae|g__Cocadviroid|s__Coconut_cadang_cadang_viroid	latest	NA
G000895615	Y	Y	ViralProj76739	G000895615	GCF_000895615.1	Complete Genome	PRJNA76739		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000895615.1_ViralProj76739	G000895615.faa.bz2	G000895615.ffn.bz2	G000895615.fna.bz2	G000895615.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000895615.1_ViralProj76739	na	G000895615	Full			Yersinia phage phiR1-37	microbes	na	na	Major	0.1	1	0.1	0.1	2011/10/18	331278	NA	331278	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Myoviridae_noname|s__Yersinia_phage_phiR1_37	latest	NA
G000883795	Y	N	ViralProj37827	G000883795	GCF_000883795.1	Complete Genome	PRJNA37827		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000883795.1_ViralProj37827	G000883795.faa.bz2	G000883795.ffn.bz2	G000883795.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000883795.1_ViralProj37827	na	G000883795	Full	strain=Hangzhou		Euproctis pseudoconspersa nucleopolyhedrovirus	microbes	na	na	Major	0.1	1	0	0	2009/04/07	307467	NA	307467	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Alphabaculovirus|s__Euproctis_pseudoconspersa_nucleopolyhedrovirus	latest	NA
G000902535	Y	Y	ViralProj181241	G000902535	GCF_000902535.1	Complete Genome	PRJNA181241		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000902535.1_ViralProj181241	G000902535.faa.bz2	G000902535.ffn.bz2	G000902535.fna.bz2	G000902535.frn.bz2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000902535.1_ViralProj181241	na	G000902535	Full			Campylobacter phage CP21	microbes	na	na	Major	0.1	1	0.1	0.1	2012/08/03	1190451	NA	1190451	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Cp220likevirus|s__Campylobacter_phage_CP21	latest	NA
G001444125	Y	N	ViralProj302030	G001444125	GCF_001444125.1	Complete Genome	PRJNA302030		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001444125.1_ViralProj302030	G001444125.faa.bz2	G001444125.ffn.bz2	G001444125.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001444125.1_ViralProj302030	na	G001444125	Full	strain=MHS-2		Wenling shark virus	microbes	na	na	Major	0.1	1	0	0	2015/10/29	1746066	NA	1746066	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Wenling_shark_virus	latest	NA
G000866445	Y	N	ViralProj15499	G000866445	GCF_000866445.1	Complete Genome	PRJNA15499		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000866445.1_ViralProj15499	G000866445.faa.bz2	G000866445.ffn.bz2	G000866445.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000866445.1_ViralProj15499	na	G000866445	Full		Turkey 2000	Peste-des-petits-ruminants virus	microbes	na	na	Major	0.1	1	0	0	2005/07/16	31604	NA	31604	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Mononegavirales|f__Paramyxoviridae|g__Morbillivirus|s__Peste_des_petits_ruminants_virus	latest	NA
G000880215	Y	N	ViralProj30515	G000880215	GCF_000880215.1	Complete Genome	PRJNA30515		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000880215.1_ViralProj30515	G000880215.faa.bz2	G000880215.ffn.bz2	G000880215.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000880215.1_ViralProj30515	na	G000880215	Full	strain=Jasper		Mycobacterium phage Jasper	microbes	na	na	Major	0.1	1	0	0	2008/06/18	540065	NA	540065	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__L5likevirus|s__Mycobacterium_phage_Jasper	latest	NA
G001646275	Y	N	ViralProj321681	G001646275	GCF_001646275.1	Complete Genome	PRJNA321681		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001646275.1_ViralProj321681	G001646275.faa.bz2	G001646275.ffn.bz2	G001646275.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001646275.1_ViralProj321681	na	G001646275	Full		47_Fec58729_sheep	Sheep faeces associated smacovirus 1	microbes	na	na	Major	0.1	1	0	0	2016/05/04	1843756	NA	1843756	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Sheep_faeces_associated_smacovirus_1	latest	NA
G000930675	Y	N	ViralProj270094	G000930675	GCF_000930675.1	Complete Genome	PRJNA270094		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000930675.1_ViralProj270094	G000930675.faa.bz2	G000930675.ffn.bz2	G000930675.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000930675.1_ViralProj270094	na	G000930675	Full	strain=14-04		Tortoise picornavirus	microbes	na	na	Major	0.1	1	0	0	2014/12/03	1578826	NA	1578826	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Picornaviridae|g__Picornaviridae_noname|s__Tortoise_picornavirus	latest	NA
G000889795	Y	N	ViralProj48157	G000889795	GCF_000889795.1	Complete Genome	PRJNA48157		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000889795.1_ViralProj48157	G000889795.faa.bz2	G000889795.ffn.bz2	G000889795.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000889795.1_ViralProj48157	na	G000889795	Full		Mf-TTV3	Torque teno virus 26	microbes	na	na	Major	0.1	1	0	0	2002/11/11	687365	NA	687365	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Anelloviridae|g__Alphatorquevirus|s__Torque_teno_virus_26	latest	NA
G000907855	Y	N	ViralProj210796	G000907855	GCF_000907855.1	Complete Genome	PRJNA210796		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000907855.1_ViralProj210796	G000907855.faa.bz2	G000907855.ffn.bz2	G000907855.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000907855.1_ViralProj210796	na	G000907855	Full	strain=JZJL2		Sclerotinia sclerotiorum endornavirus-1	microbes	na	na	Major	0.1	1	0	0	2013/07/02	1353016	NA	1353016	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Endornaviridae|g__Endornavirus|s__Sclerotinia_sclerotiorum_endornavirus_1	latest	NA
G000839745	Y	N	ViralProj14110	G000839745	GCF_000839745.1	Complete Genome	PRJNA14110		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000839745.1_ViralProj14110	G000839745.faa.bz2	G000839745.ffn.bz2	G000839745.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000839745.1_ViralProj14110	na	G000839745	Full			Bovine herpesvirus 4	microbes	na	na	Major	0.1	1	0	0	2001/02/14	10385	NA	10385	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Bovine_herpesvirus_4	latest	NA
G000860325	Y	N	ViralProj15271	G000860325	GCF_000860325.1	Complete Genome	PRJNA15271		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000860325.1_ViralProj15271	G000860325.faa.bz2	G000860325.ffn.bz2	G000860325.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000860325.1_ViralProj15271	na	G000860325	Full			Staphylococcus phage 37	microbes	na	na	Major	0.1	1	0	0	2005/03/31	320840	NA	320840	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Phietalikevirus|s__Staphylococcus_phage_37	latest	NA
G000844625	Y	N	ViralProj14419	G000844625	GCF_000844625.1	Complete Genome	PRJNA14419		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000844625.1_ViralProj14419	G000844625.faa.bz2	G000844625.ffn.bz2	G000844625.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000844625.1_ViralProj14419	na	G000844625	Full	strain=Maastricht		Murid herpesvirus 2	microbes	na	na	Major	0.1	1	0	0	2002/04/18	28304	NA	28304	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Muromegalovirus|s__Murid_herpesvirus_2	latest	NA
G001041655	Y	N	ViralProj288018	G001041655	GCF_001041655.1	Complete Genome	PRJNA288018		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001041655.1_ViralProj288018	G001041655.faa.bz2	G001041655.ffn.bz2	G001041655.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_001041655.1_ViralProj288018	na	G001041655	Full		PHL070N00	Propionibacterium phage PHL070	microbes	na	na	Major	0.1	1	0	0	2014/08/01	1647424	NA	1647424	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Propionibacterium_phage_PHL070	latest	NA
G000911855	Y	N	ViralProj215119	G000911855	GCF_000911855.1	Complete Genome	PRJNA215119		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000911855.1_ViralProj215119	G000911855.faa.bz2	G000911855.ffn.bz2	G000911855.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000911855.1_ViralProj215119	na	G000911855	Full			Mycobacterium phage Trouble	microbes	na	na	Major	0.1	1	0	0	2013/08/08	1340825	NA	1340825	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Mycobacterium_phage_Trouble	latest	NA
G000849625	Y	N	ViralProj14584	G000849625	GCF_000849625.1	Complete Genome	PRJNA14584		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000849625.1_ViralProj14584	G000849625.faa.bz2	G000849625.ffn.bz2	G000849625.fna.bz2		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000849625.1_ViralProj14584	na	G000849625	Full			Streptococcus phage Cp-1	microbes	na	na	Major	0.1	1	0	0	1996/02/07	10747	NA	10747	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname|s__Streptococcus_phage_Cp_1	latest	NA
